"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-04c170d2a43845b1b3615a30e1f14ae6","dask-scheduler-3efefa2916d041728ffae1591d540734","dask-scheduler-7e1aef87ccf646febe579ab8f93a340f","dask-scheduler-9fc829ee12af4c58a86c95fe2410286a","dask-scheduler-a3413571b0054e2592d0ef35f2684b3d","dask-scheduler-a6e61215499b4a529aebd4241f14f5af","dask-worker-3efefa2916d041728ffae1591d540734-7wm8f","dask-worker-3efefa2916d041728ffae1591d540734-nvhrj","dask-worker-a3413571b0054e2592d0ef35f2684b3d-4gl4z","dask-worker-a3413571b0054e2592d0ef35f2684b3d-9ckgc","dask-worker-a3413571b0054e2592d0ef35f2684b3d-sbjdl","dask-worker-a6e61215499b4a529aebd4241f14f5af-22p2l","dask-worker-a6e61215499b4a529aebd4241f14f5af-84x5k","dask-worker-a6e61215499b4a529aebd4241f14f5af-8gxdf","dask-worker-a6e61215499b4a529aebd4241f14f5af-8hqsz","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-cspencerjones","jupyter-jbusecke","jupyter-jessicas11","jupyter-robfatland","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","jupyter-tomaugspurger","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-10-10 11:40:00,0.001037253180442463,0.0008422758332316455,0.0009708753953782019,,,,,,,,,,,,,,,,0.0067912779187151604,0.004854580993430373,0.004486427320042022,0.544422690707766,0.001121520789995824,,,,,,,,,0.0005108407163637286,0.0015125333905584347,0.01049753255171235,0.011041428167295943,,
2020-10-10 12:00:00,0.0010300035035661628,0.0007802710567431965,0.0009210910830135938,,,,,,,,,,,,,,,,0.006608922412869542,0.00469168236683027,0.0049255384443342536,0.6513929381389272,0.001087535276794149,,,,,,,,,0.0005070016642372604,0.0015863922912295741,0.011567616848818314,0.011681961156067842,,
2020-10-10 12:20:00,0.0010442322207688491,0.0007673020466665172,0.0010845838112303143,,,,,,,,,,,,,,,,0.007030198618606109,0.004935805634011458,0.005685495012221889,0.7044172146294129,0.001071570795682233,,,,,,,,,0.0005177945019003073,0.0017043823756729194,0.011815994105803229,0.012608129687540937,,
2020-10-10 12:40:00,0.0010536914394916898,0.0007276489185334329,0.0009133981313720319,,,,,,,,,,,,,,,,0.006533524022931943,0.0046136216818554645,0.004735994676034628,0.5872522447552645,0.0009843224315878721,,,,,,,,,0.0004825373391090721,0.0014907301369378552,0.01052898706277551,0.011101299954308436,,
2020-10-10 13:00:00,0.0010321106487426602,0.0008576803962618087,0.0009940564406237388,,,,,,,,,,,,,,,,0.0067129471733226795,0.004637097614313597,0.00467980716404416,0.5656095125408581,0.0011397287270427897,,,,,,,,,0.0005160758951750391,0.001554626794399819,0.010967682533831968,0.011495898879974566,,
2020-10-10 13:20:00,0.0010400464219851983,0.0008809669537355866,0.001000789791875916,,,,,,,,,,,,,,,,0.0068220992902805295,0.004727524172638015,0.0055980263514234995,0.747418561991929,0.0010153189154373029,,,,,,,,,0.0005306412670388532,0.0015543165875686702,0.011610722315736545,0.013366524889546861,,
2020-10-10 13:40:00,0.0010052507335547422,0.0008732480127162952,0.0009295175209089146,,,,,,,,,,,,,,,,0.006715269021088313,0.004780873369667854,0.004521873620000567,0.5327543340504005,0.0010463779565538737,,,,,,,,,0.0004907657089311849,0.001521188769504545,0.010952306899833486,0.010666867641708967,,
2020-10-10 14:00:00,0.001021432629466276,0.0008169323412803585,0.0010199140565039359,,,,,,,,,,,,,,,,0.0068367806923592365,0.004595624182818821,0.00494289402635475,0.6407325352931927,0.0010241117067701332,,,,,,,,,0.0005237586091905663,0.0015488508678877582,0.011154938219978592,0.011411503921398208,,
2020-10-10 14:20:00,0.0009950305754510007,0.0008326292676630277,0.0009293152384758265,,,,,,,,,,,,,,,,0.00678904279069578,0.004957345092987371,0.005087624431153537,0.6824162379170227,0.0010150723434204732,,,,,,,,,0.0004639038213557377,0.0014843777176596277,0.01153734125763569,0.012402434522956772,,
2020-10-10 14:40:00,0.0009813617994160443,0.0008775689761875294,0.0009104872548131343,,,,,,,,,,,,,,,,0.0065986611194647025,0.004678114609161581,0.005155385689108838,0.5885797723488772,0.0010524062769903682,,,,,,,,,0.00048772077584400013,0.0014177767220586693,0.010679249412632767,0.010793130203970786,,
2020-10-10 15:00:00,0.0010142120399955486,0.0009182326220651827,0.0009229123332522196,,,,,,,,,,,,,,,,0.006583845759242614,0.004624872883227582,0.004972326895434344,0.5631515658293926,0.0011698731032455687,,,,,,,,,0.0005190319357903819,0.0015413676836046664,0.010919498904714237,0.011385122474966786,,
2020-10-10 15:20:00,0.0010449333972696053,0.0009092865494973808,0.0009563973683667979,,,,,,,,,,,,,,,,0.006550223654454856,0.004996818593060393,0.0055241891443344095,0.7504204712638877,0.0010886896360565875,,,,,,,,,0.0005194997063520559,0.0015183350484170566,0.012868987213580652,0.013276169904638528,,
2020-10-10 15:40:00,0.001046297422544308,0.0008235263077428029,0.0010211210755454265,,,,,,,,,,,,,,,,0.006609290765009044,0.004813998046142421,0.004607389742663438,0.5678952430592541,0.0010582760177430218,,,,,,,,,0.0004684359989791762,0.0014297475910728039,0.010292298773856661,0.011268524594307754,,
2020-10-10 16:00:00,0.001076182818292096,0.000791746707628122,0.0009722034578487908,,,,,,,,,,,,,,,,0.006805295438663513,0.004924018730336132,0.004510972747995404,0.583086259448798,0.0011152740341526099,,,,,,,,,0.0005072118240904231,0.0015088951322585773,0.010793491084555237,0.011056412517415216,,
2020-10-10 16:20:00,0.0009982684877605794,0.000893464059280914,0.0009848684003586554,,,,,,,,,,,,,,,,0.006529588017307692,0.0049752184310912695,0.00559672585659644,0.7265026940105896,0.0010313412145039175,,,,,,,,,0.0004821570434549204,0.0016753867364854048,0.012539522612249686,0.01184705452151685,,
2020-10-10 16:40:00,0.001055768969316424,0.0008546087683734307,0.0009336371504615868,,,,,,,,,,,,,,,,0.006555607228231597,0.004906669690408562,0.004512213541983911,0.5241140694365521,0.001063883570223527,,,,,,,,,0.0005223843517013721,0.0069427989961753965,0.010668705241348313,0.010364263596393523,,
2020-10-10 17:00:00,0.0010255360277856554,0.0007896573311819167,0.0010153131070897259,,,,,,,,,,,,,,,,0.006524885071364095,0.004943690701986177,0.004584084160672394,0.5711374391723478,0.0010788513732131852,,,,,,,,,0.0005112312151256816,0.0022382541485230075,0.010124816481286141,0.011246113500303436,,
2020-10-10 17:20:00,0.0010634844966912853,0.0007613591609232904,0.000999784008451504,,,,,,,,,,,,,,,,0.006545562582106925,0.004666959278444918,0.005341770659977353,0.6687122430581587,0.0010207167740822949,,,,,,,,,0.0005145727748550552,0.0015861689906008227,0.011902001483509736,0.012672029072560275,,
2020-10-10 17:40:00,0.001030380339896437,0.0008408511437536389,0.0008820180658899934,,,,,,,,,,,,,,,,0.006973249387265524,0.00506511312949222,0.004639386846467721,0.5548403613470778,0.0011165647095448899,,,,,,,,,0.0004738383517850029,0.0015287854903536647,0.010716259006996779,0.010386697542643517,,
2020-10-10 18:00:00,0.0009774775125417768,0.0008943626820182769,0.0009655049155466203,,,,,,,,,,,,,,,,0.0064813122188892205,0.004794228517657841,0.004792766149352886,0.5758389300516233,0.001180771232791865,,,,,,,,,0.0004833599968884106,0.0014318987253786756,0.011204026444415255,0.010784048824538758,,
2020-10-10 18:20:00,0.0010221352495923186,0.0008989987444408791,0.0009860482442368998,,,,,,,,,,,,,,,,0.00692355466485888,0.0050317125748371005,0.005690641555262211,0.7364161427525152,0.0010478420469199556,,,,,,,,,0.0004721844295443715,0.0016229364320709699,0.012491606189424928,0.012933789851068005,,
2020-10-10 18:40:00,0.0010694637012745483,0.0008494979859702621,0.0009459473705592889,,,,,,,,,,,,,,,,0.006668361009131347,0.00471057458428129,0.004620909608427577,0.5535973571210637,0.0010669749162911558,,,,,,,,,0.0005143343053638547,0.0014767435574112742,0.010878703052629574,0.011011782627479805,,
2020-10-10 19:00:00,0.0010353832505507151,0.0008225634081418867,0.0010510542811171912,,,,,,,,,,,,,,,,0.006737528272993503,0.004795556381866683,0.004479411362310587,0.5808856504643174,0.001045748068691938,,,,,,,,,0.000508581453876038,0.0016259874622871848,0.011142560699539472,0.01155314469268508,,
2020-10-10 19:20:00,0.001080256247737625,0.0008367511308124862,0.0011011569891902179,,,,,,,,,,,,,,,,0.006942910516787154,0.004829589768075843,0.005779704211968243,0.6899763415907272,0.0010774798885660386,,,,,,,,,0.0004943480601119852,0.001680599416546858,0.011854991899660744,0.012544782151616952,,
2020-10-10 19:40:00,0.0010026997136628382,0.0008688808541475906,0.0010409592073010242,,,,,,,,,,,,,,,,0.006294811935639072,0.004684132440734751,0.004326226863129946,0.5747873967495603,0.0010776884478211628,,,,,,,,,0.0005108891006686672,0.0012951473836777714,0.010851807780662245,0.010498645104525953,,
2020-10-10 20:00:00,0.0010387037402898793,0.0008814929680654633,0.0010523343443756667,,,,,,,,,,,,,,,,0.006960828319428864,0.004689214015300831,0.00477081006862708,0.5608674671558036,0.0010162371076085806,,,,,,,,,0.0005133650178104849,0.006294820246957816,0.01104887800713564,0.011377275880861699,,
2020-10-10 20:20:00,0.0010220265117769256,0.0008488207931818919,0.0009647051299693508,,,,,,,,,,,,,,,,0.006787449661217158,0.0049102858036830415,0.005164729318187377,0.7282153892419982,0.0010510034658125335,,,,,,,,,0.0004868015174175577,0.0015771081843242904,0.01259989450694114,0.012437813576193526,,
2020-10-10 20:40:00,0.0010164906047813907,0.0008360103698005383,0.0009552927702807283,,,,,,,,,,,,,,,,0.006567737651248629,0.004887719225350522,0.004602168351513468,0.5040485515910116,0.0010265055943536184,,,,,,,,,0.00049680707659154,0.0014794567150525416,0.010369342227379515,0.011039008987338388,,
2020-10-10 21:00:00,0.0010106033043118354,0.0008312069164299441,0.0009073369335145577,,,,,,,,,,,,,,,,0.006216077642030322,0.004656444591455042,0.004550303213277898,0.520838440935912,0.0010108463213010642,,,,,,,,,0.0005171805854256152,0.0015340254267038108,0.010849884265403358,0.011199820853311851,,
2020-10-10 21:20:00,0.0010754811287409087,0.0008571932108222848,0.0009608556249507469,,,,,,,,,,,,,,,,0.006690705989104442,0.0048096055492603314,0.005739468215855638,0.7177863543086423,0.0010414032224221445,,,,,,,,,0.0005067203722351521,0.0015843183622784385,0.012084286157943208,0.012300608309516504,,
2020-10-10 21:40:00,0.0009485754569700431,0.0010164803803812796,0.0010917979731997216,,,,,,,,,,,,,,,,0.006844566772856038,0.004616311913800707,0.004471414042127354,0.5684277832922664,0.0010958807006829717,,,,,,,,,0.0005059447907392538,0.001598278947520796,0.010846692006473334,0.01122073737212579,,
2020-10-10 22:00:00,0.0010250806799599163,0.0008747379316335615,0.0009651935795914423,,,,,,,,,,,,,,,,0.006931638616198879,0.004804908246519166,0.004925977732152246,0.5640307336997301,0.0010808471787320407,,,,,,,,,0.0004998136698818663,0.0016097670460457293,0.010902013447584418,0.011298894306897156,,
2020-10-10 22:20:00,0.0010198626165756446,0.0008781154078961557,0.0009479368269972412,,,,,,,,,,,,,,,,0.00685895370980742,0.005038803048470186,0.005212089836600873,0.7353899860637807,0.0010771543238390462,,,,,,,,,0.0005100381294747717,0.0015467230074622117,0.012308380458339768,0.01310985115752756,,
2020-10-10 22:40:00,0.0009134777973610292,0.0008963297963031947,0.0009986536890230083,,,,,,,,,,,,,,,,0.006708827250288575,0.004932887892566692,0.00484027232302184,0.5479714435846795,0.0011943270990976136,,,,,,,,,0.0005211957463882803,0.001435841988231581,0.010954783081415894,0.01053530478196816,,
2020-10-10 23:00:00,0.001013134711080947,0.0008060582724873357,0.0009254975455046078,,,,,,,,,,,,,,,,0.006978744215950379,0.004840773372855812,0.004501157103872096,0.5780543237268404,0.0010792106290194526,,,,,,,,,0.0005091057561048995,0.0014961599626071224,0.010916625802969414,0.010584753469843985,,
2020-10-10 23:20:00,0.0010505319649391333,0.000884049120043982,0.0011644951775150398,,,,,,,,,,,,,,,,0.007052013055056889,0.0048397589435497865,0.005719882228318835,0.6956882178790025,0.0010784811985393072,,,,,,,,,0.0005163697214416862,0.0016754530784915886,0.012165001805687404,0.012599165827459444,,
2020-10-10 23:40:00,0.0010627684349018137,0.0008477140765788928,0.000978305320905429,,,,,,,,,,,,,,,,0.006887236488807581,0.004942335114965596,0.004499978975122875,0.5697815945505655,0.0011279655836650766,,,,,,,,,0.0005169108390898091,0.001755896146997595,0.010861893746286242,0.010972618694040825,,
2020-10-11 00:00:00,0.00103424387348236,0.0008774226099324673,0.0010465319282335205,,,,,,,,,,,,,,,,0.006814359785666445,0.0046576123474418845,0.004802929805952633,0.6507189595915219,0.0011183827619197458,,,,,,,,,0.000500159963103418,0.00202565982880286,0.01135505914602914,0.011944447304448706,,
2020-10-11 00:20:00,0.0010311477340154385,0.0008332555581990167,0.001080033550230825,,,,,,,,,,,,,,,,0.0065448744189820374,0.004994546378726021,0.005545491021598966,0.6990115853517993,0.0011457635214055701,,,,,,,,,0.000516502296205986,0.001421773677003908,0.011786551901034108,0.012751576151937465,,
2020-10-11 00:40:00,0.0010124007237934606,0.0008120634878639048,0.0009534635897224992,,,,,,,,,,,,,,,,0.006738966649335843,0.006065531380503385,0.004649007548214195,0.5353535397738143,0.0010592580769431107,,,,,,,,,0.0005006980924993343,0.0014687943087848489,0.010218772759496165,0.010206181240661447,,
2020-10-11 01:00:00,0.001018297333777814,0.0009103875718368598,0.0009003576738856568,,,,,,,,,,,,,,,,0.007015508771780352,0.004859499320794482,0.004688148623794118,0.5572896103069235,0.0010362958459596062,,,,,,,,,0.0005211986127387925,0.0014992465194959782,0.01089779794535343,0.010982019231287044,,
2020-10-11 01:20:00,0.0009579091738730209,0.00098087491628602,0.001133238398166908,,,,,,,,,,,,,,,,0.006510274760841697,0.0050145796190439506,0.00536778944388064,0.6884222815498466,0.0010850628448278797,,,,,,,,,0.00048622787824581016,0.001588215631599236,0.012068748877880484,0.012418799280025965,,
2020-10-11 01:40:00,0.0010460460616473924,0.0008400900401310212,0.0009320033235142593,,,,,,,,,,,,,,,,0.006376894843756125,0.0049196978711185495,0.004955057018033452,0.5136095059994222,0.0010880451759428473,,,,,,,,,0.0005024929391646269,0.0014259333702646253,0.010804216068785375,0.010942906166831877,,
2020-10-11 02:00:00,0.0009854063788118672,0.0008689479825578565,0.0009595076260052822,,,,,,,,,,,,,,,,0.0062722246380385715,0.004701250653139952,0.005085726118756704,0.6124064870288348,0.0011322670000498002,,,,,,,,,0.00048264949052183575,0.0015211303176108127,0.01107474826643927,0.011941118607862997,,
2020-10-11 02:20:00,0.0010340868240059837,0.000851687308334074,0.0009781685253289233,,,,,,,,,,,,,,,,0.006918140792766913,0.004608671882796076,0.005498328560939781,0.6897632815578392,0.0010302396238068537,,,,,,,,,0.0005188603009808775,0.0016033484891562653,0.011672131210115275,0.013130305664995996,,
2020-10-11 02:40:00,0.0010494166052700418,0.0008476046613245699,0.0010082053018323745,,,,,,,,,,,,,,,,0.00702992544721838,0.004778455240774023,0.004876483564258904,0.5313166607989579,0.0011697722348843098,,,,,,,,,0.0004889469328686304,0.0015976943161148244,0.010875057264429914,0.011364530593249376,,
2020-10-11 03:00:00,0.001040607409890984,0.0008322601118139778,0.0009231266519326641,,,,,,,,,,,,,,,,0.006706794481557947,0.005014379293295214,0.004780184357196298,0.5565226598514015,0.0011944287203137847,,,,,,,,,0.00048233748540139323,0.001505506667377921,0.011009716556902555,0.010932408234627223,,
2020-10-11 03:20:00,0.0010420107055312245,0.0008692265091500464,0.0011049404543441968,,,,,,,,,,,,,,,,0.0070072751730784946,0.005101351627057886,0.005518051076679937,0.735129178855192,0.0011143913766314306,,,,,,,,,0.0005232430704890628,0.001667222960919497,0.012968295627863991,0.013209745317477428,,
2020-10-11 03:40:00,0.001019324282004684,0.0008486464994220336,0.0009765516332876708,,,,,,,,,,,,,,,,0.00646084387671827,0.0049372656534887914,0.004725085234327749,0.5466193366819978,0.0011155525058853726,,,,,,,,,0.0004896473496303563,0.0015645845547954335,0.010997901845916359,0.011259475512888384,,
2020-10-11 04:00:00,0.0010064744373001386,0.0008252310841310779,0.0008762223227836401,,,,,,,,,,,,,,,,0.006536047557470163,0.004910102372794552,0.004899130554428804,0.5576927159412188,0.001060151124658462,,,,,,,,,0.0005109322788504226,0.0015137612324481692,0.01121576264294465,0.011470014614550472,,
2020-10-11 04:20:00,0.001020412564959424,0.0008160241794725454,0.0009452023663710735,,,,,,,,,,,,,,,,0.006580155828040885,0.007418200655718025,0.005606408820431584,0.725709424282827,0.0011643437948765966,,,,,,,,,0.00048259634174862285,0.0015924094545209082,0.012602855338029156,0.01264682481997556,,
2020-10-11 04:40:00,0.001090740583782842,0.0008956354506432524,0.001035021247125995,,,,,,,,,,,,,,,,0.006815519997021068,0.004829844408615105,0.004536134797629418,0.5590176990852325,0.0012065338697335583,,,,,,,,,0.0005124401023659175,0.0014910990812487526,0.010660011465347601,0.011133942683361476,,
2020-10-11 05:00:00,0.001062192510552923,0.0012094450322276545,0.0010544912307822174,,,,,,,,,,,,,,,,0.0068920082839186115,0.004958375916001697,0.004833471170120068,0.5850345783384475,0.0011760392911449415,,,,,,,,,0.0005943792625134635,0.0015253970170633845,0.010981933906767924,0.010957348613361931,,
2020-10-11 05:20:00,0.001052066046342311,0.0008602506049596224,0.0010646826241204833,,,,,,,,,,,,,,,,0.007235968003195515,0.004916614612385297,0.0057329780230663905,0.7168591504335716,0.0010980921147527643,,,,,,,,,0.0005215214424293163,0.0017293172117873734,0.012184384735698075,0.01327804593720344,,
2020-10-11 05:40:00,0.0010560088221587818,0.0009187582942260492,0.0010175631956913982,,,,,,,,,,,,,,,,0.006716985036454567,0.005012851303097267,0.004739354793084115,0.5593099752811959,0.0011145841232062283,,,,,,,,,0.0004915014612983031,0.001588959295913361,0.01079450605078514,0.011136813357397843,,
2020-10-11 06:00:00,0.0011211384364404912,0.0008565039801506042,0.0009565177096151344,,,,,,,,,,,,,,,,0.0061508347126035525,0.004899907305221451,0.00504361276832967,0.6010639038205081,0.0010653331812585068,,,,,,,,,0.0005221180216690711,0.0015016422657326547,0.010882972710953169,0.011715134432308393,,
2020-10-11 06:20:00,0.001046209328389404,0.0008971070052222772,0.0009238423025565873,,,,,,,,,,,,,,,,0.006564983571292323,0.004971869871404738,0.00550797954591062,0.7254282791373322,0.001195041408273203,,,,,,,,,0.000510563603540159,0.0015844487830876815,0.012483862820345068,0.012547202276910087,,
2020-10-11 06:40:00,0.0009940185766736964,0.0007849202991273673,0.0009968265272410478,,,,,,,,,,,,,,,,0.006532476281778015,0.004848165813254668,0.004414234936887488,0.5506703369554454,0.0010789411010281545,,,,,,,,,0.0005117912983367472,0.0015095445766778225,0.010467095576073844,0.01059667331994317,,
2020-10-11 07:00:00,0.001013633338880873,0.0008472922775458219,0.0009920937123292348,,,,,,,,,,,,,,,,0.006427761562440275,0.004838306659276398,0.004636759277402822,0.5597572598217198,0.0010656163164631859,,,,,,,,,0.0005211002771247987,0.0016197711011321993,0.010835883085489603,0.011492040062680252,,
2020-10-11 07:20:00,0.0009932465548142453,0.0008270987871161828,0.0010328039253660651,,,,,,,,,,,,,,,,0.006702434740833892,0.004769132523980662,0.005392015497777392,0.7404093821030849,0.0010654363700824785,,,,,,,,,0.0005282488440497702,0.0017759037274141434,0.012283120502442398,0.013101743156134304,,
2020-10-11 07:40:00,0.0010164958217679736,0.0008265815331561663,0.0009683920126685494,,,,,,,,,,,,,,,,0.006905574620369569,0.004857883289682731,0.0046947393488867,0.5699120900815748,0.0011599709974099083,,,,,,,,,0.00047326507262295843,0.0014980339563379357,0.010948774997839205,0.010698836417308205,,
2020-10-11 08:00:00,0.001054726068238899,0.0008739354970388909,0.0009234361526717519,,,,,,,,,,,,,,,,0.00680260324583656,0.004821506796246079,0.005455135899345617,0.6258194388536903,0.0011047413211120456,,,,,,,,,0.0005178530223642541,0.0014964861388952195,0.01125021928368325,0.012354490389757684,,
2020-10-11 08:20:00,0.0010035955497188181,0.0008168305094591374,0.0009369865536230771,,,,,,,,,,,,,,,,0.006722422689673692,0.004832847608868875,0.0053423330396214054,0.7177469404226319,0.0010907539379516429,,,,,,,,,0.0004942130719984269,0.001529661826686777,0.012169532365069256,0.01271500239416453,,
2020-10-11 08:40:00,0.001040679999767681,0.000838959762761823,0.0009498916957293355,,,,,,,,,,,,,,,,0.006789643983711305,0.004856271485989921,0.004865595251582906,0.5740690382929925,0.0010728210437116927,,,,,,,,,0.0005181526518719523,0.0015873963441047014,0.010906544734763511,0.011158468312814689,,
2020-10-11 09:00:00,0.0010810539457452473,0.0007992094829007982,0.0011623930760485757,,,,,,,,,,,,,,,,0.0065167617200096485,0.004835224266199228,0.004772034715684005,0.6071828467737959,0.0011688332995433218,,,,,,,,,0.000520331960041677,0.0022578828931110444,0.01122273491863273,0.011659574289039496,,
2020-10-11 09:20:00,0.0010220305365185346,0.0008737482230505493,0.0010233898703426595,,,,,,,,,,,,,,,,0.006825776063261267,0.004882485947839198,0.005592885036409129,0.7564745527521921,0.001103263737313285,,,,,,,,,0.0004982690144887823,0.001612501417110824,0.012863270598117434,0.01312920348024856,,
2020-10-11 09:40:00,0.0010314228986297018,0.0009277227136311673,0.0008777327229409815,,,,,,,,,,,,,,,,0.0065159256641836825,0.004427826515663657,0.004793186627685883,0.5499943491770981,0.001030504182050415,,,,,,,,,0.0005128368423014169,0.007928668185483757,0.01078309675937325,0.011161547305656046,,
2020-10-11 10:00:00,0.0010234740998864861,0.000856947637279037,0.0009939038868403785,,,,,,,,,,,,,,,,0.006432499198218387,0.00479699462330769,0.004747003615920158,0.5699842207660006,0.0011847956460563998,,,,,,,,,0.0005235320090916753,0.009815804971956369,0.01115780823443364,0.01114763767807734,,
2020-10-11 10:20:00,0.0010706793589507178,0.0008084699485424961,0.001023603244108809,,,,,,,,,,,,,,,,0.006883084224893305,0.004850641364079641,0.005824570356488333,0.7170843282095771,0.00108121900138275,,,,,,,,,0.000519720836336968,0.001776534247008541,0.012860570832590939,0.012459717018347196,,
2020-10-11 10:40:00,0.0010328166650496442,0.0008002916082929348,0.0009999252632327976,,,,,,,,,,,,,,,,0.006517130674413485,0.004839633844569813,0.004517852181287446,0.5583679923264047,0.0011766406506988672,,,,,,,,,0.0005121504080786536,0.001557445878382599,0.010195750953047028,0.010866462584638777,,
2020-10-11 11:00:00,0.0009964733183439334,0.0008286019809963239,0.001000217766589563,,,,,,,,,,,,,,,,0.006498253346903512,0.005037304497039643,0.0048526728965462285,0.5757079356881433,0.001048066903408628,,,,,,,,,0.000499806626105022,0.001548432812045344,0.010898257680716745,0.011248541802037812,,
2020-10-11 11:20:00,0.0010083083204185284,0.0008234313260280885,0.0009966322001882084,,,,,,,,,,,,,,,,0.006738318964363134,0.004739839623901756,0.005610649776063287,0.7123509273426667,0.001086070484430856,,,,,,,,,0.0005160322783902013,0.001699550057206181,0.012446050024745196,0.013244083180968985,,
2020-10-11 11:40:00,0.0010629812856548368,0.0006653812101788678,0.0009406768380030161,,,,,,,,,,,,,,,,0.006389012124101701,0.004781048478998516,0.004446708985162372,0.5657284807422795,0.0007974804822211486,,,,,,,,,0.00025094884070474353,0.0015314243800830557,0.010817378594771953,0.01090212094047041,,
2020-10-11 12:00:00,0.0009836398177750865,0.0006690211201305097,0.0010271130496255422,,,,,,,,,,,,,,,,0.006810506794715259,0.004906035732407076,0.005240321735892537,0.6341806471342223,0.0007511148904862195,,,,,,,,,0.00025888645542046073,0.0015268052175905467,0.011126122032416993,0.011958508348204288,,
2020-10-11 12:20:00,0.0010968869449371511,0.0017805077245153101,0.0009786669709283885,,,,,,,,,,,,,,,,0.006772262616080948,0.005022580522250601,0.005238632731487442,0.6890066892961287,0.0018322427759808343,,,,,,,,,0.0005224397904566724,0.001611656603284515,0.012046324720900524,0.011441590832137104,,
2020-10-11 12:40:00,0.0010507242423374655,0.0006226583770192035,0.0009530172133212733,,,,,,,,,,,,,,,,0.007027881459832893,0.004827890737392643,0.004506778625886242,0.5033578150622211,0.0007237279710903663,,,,,,,,,0.0002656813692242386,0.009434661576729434,0.009652873881335917,0.011240467666707622,,
2020-10-11 13:00:00,0.0010089521078029055,0.0006468941466644383,0.0010264332410208203,,,,,,,,,,,,,,,,0.0066115745952687755,0.004708646921103126,0.004718119473252978,0.5492047824593034,0.0007866223311822575,,,,,,,,,0.00027030801888422104,0.005921471927966364,0.010733977731119636,0.010526416223281525,,
2020-10-11 13:20:00,0.00106813075576305,0.0007104356312404429,0.0010743681501233803,,,,,,,,,,,,,,,,0.0066559540062786525,0.004773462037998673,0.005224877585732713,0.7377314206321167,0.0007548668754897524,,,,,,,,,0.00024754696271314414,0.0015618565835961646,0.012713230207021888,0.012456916865219159,,
2020-10-11 13:40:00,0.0010636609329383625,0.0006515530593284426,0.0011257406872750833,,,,,,,,,,,,,,,,0.0058672136551652845,0.004746488955695714,0.004575294679704352,0.5713189751063211,,,,,,,,,,0.0002613503999770025,0.0015590355883909708,0.010822463063740208,0.011053991736309055,,
2020-10-11 14:00:00,0.001036189388885442,0.0006347338067113101,0.0009647509700886688,,,,,,,,,,,,,,,,0.005894508004519064,0.004629720237712267,0.0044482856315016805,0.5960056762699774,,,,,,,,,,0.00025968959301823083,0.0015451581678329258,0.01128209162342218,0.011585696693907199,,
2020-10-11 14:20:00,0.0010570363006887403,0.0006313838635415606,0.0009440280300978462,,,,,,,,,,,,,,,,0.0054743252037338635,0.004878150028075075,0.005668463125872597,0.747440617766882,,,,,,,,,,0.0002603476116763896,0.001689318313113362,0.012646198484018562,0.013024292109931659,,
2020-10-11 14:40:00,0.0010245181219272455,0.000517851357027581,0.0009719874942606022,,,,,,,,,,,,,,,,0.005590753222999357,0.004922835346072222,0.004521546810797582,0.5282434473803783,,,,,,,,,,0.0002495512568098667,0.011741120266876109,0.010413755054624337,0.010980964029267785,,
2020-10-11 15:00:00,0.0009802689346623413,0.0006296076921990374,0.0010510941577128766,,,,,,,,,,,,,,,,0.00575654356142216,0.004868894130284454,0.004793602736941072,0.5935530538878572,,,,,,,,,,0.0002596242942740956,0.001528135501621005,0.010493677907660365,0.011405453060028449,,
2020-10-11 15:20:00,0.0010457842274515208,0.0006158667930480169,0.0010425644640990176,,,,,,,,,,,,,,,,0.005599454152090615,0.004944857688481182,0.005672695572253637,0.7461893535305409,,,,,,,,,,0.00026484730555489315,0.001667657780701979,0.012551737050520217,0.012489434828799606,,
2020-10-11 15:40:00,0.0010530701883175828,0.0006128292051439321,0.0009464003461909416,,,,,,,,,,,,,,,,0.005583628976991868,0.004987410957122929,0.004495668692972586,0.5638160929988144,,,,,,,,,,0.0002584185046605318,0.006417828483543317,0.010595754827819534,0.010951815794019736,,
2020-10-11 16:00:00,0.0009856011276431684,0.0005762828378788166,0.0008338342566262833,,,,,,,,,,,,,,,,0.00563016608879522,0.004878450425545164,0.004557950921669509,0.6041903581626034,,,,,,,,,,0.00026368738280063735,0.0014947123441750143,0.010960922636339864,0.010987809589955374,,
2020-10-11 16:20:00,0.0010303605895454584,0.0019690010525159154,0.0010327335360678421,,,,,,,,,,,,,,,,0.010129382037639216,0.004867261130319643,0.005355763466630937,0.7190750396659638,,,,,,,,,,0.0014440842919386434,0.0017424827068883925,0.012666284292600354,0.012377875503165083,,
