"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-04c170d2a43845b1b3615a30e1f14ae6","dask-scheduler-3efefa2916d041728ffae1591d540734","dask-scheduler-7e1aef87ccf646febe579ab8f93a340f","dask-scheduler-9fc829ee12af4c58a86c95fe2410286a","dask-scheduler-a3413571b0054e2592d0ef35f2684b3d","dask-scheduler-a6e61215499b4a529aebd4241f14f5af","dask-worker-3efefa2916d041728ffae1591d540734-7wm8f","dask-worker-3efefa2916d041728ffae1591d540734-nvhrj","dask-worker-a3413571b0054e2592d0ef35f2684b3d-4gl4z","dask-worker-a3413571b0054e2592d0ef35f2684b3d-9ckgc","dask-worker-a3413571b0054e2592d0ef35f2684b3d-sbjdl","dask-worker-a6e61215499b4a529aebd4241f14f5af-22p2l","dask-worker-a6e61215499b4a529aebd4241f14f5af-84x5k","dask-worker-a6e61215499b4a529aebd4241f14f5af-8gxdf","dask-worker-a6e61215499b4a529aebd4241f14f5af-8hqsz","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-cspencerjones","jupyter-jbusecke","jupyter-jessicas11","jupyter-robfatland","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","jupyter-tomaugspurger","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-10-08 15:20:00,0.0010796806172956152,0.0027670591174143123,0.0010349608916229041,,,,,,,,,,,,,,,,0.008160880847621062,0.004845273589351613,0.005675973704776384,0.7067926059964117,0.012806684574677821,,,0.001922242234923765,,,,,,0.00228865663224221,0.0016487665807384734,0.012065960111437984,0.01250704307672722,,
2020-10-08 15:40:00,0.0010515434404650649,0.002958351565431387,0.0009616143316848974,,,,,,,,,,,,,,,,0.007872937501436942,0.00473140696709118,0.004708460832174345,0.5409279640718462,0.012212756492304777,,,0.002153940602882036,,,,,,0.0024152960532496047,0.001552323953452606,0.010053102334966545,0.011327060649055472,,
2020-10-08 16:00:00,0.0010075298850451566,0.002226936043689072,0.0009594441469277167,,,,,,,,,,,,,,,,0.008445935532208435,0.004885864185979846,0.005179932107108121,0.6467535679696675,0.01263835144446957,,,0.0005316946040875729,,,,,,0.0016345927417490114,0.001556918329670988,0.011749337492479278,0.011973695378239528,,
2020-10-08 16:20:00,0.0010680089878698218,0.002118538090751754,0.0009453993699005578,,,,,,,,,,,,,,,,0.007630549014971117,0.0046575052522010146,0.005324445440240612,0.7114137998052106,0.006927549629040859,,,0.0005859489283567065,,,,,,0.0014700728003430707,0.0016398284676908664,0.01213473438039913,0.012658422944799103,,
2020-10-08 16:40:00,0.0009978087636325504,0.0024958225131067723,0.0009726733272888672,,,,,,,,,,,,,,,,0.008073075051041177,0.0049360864579284045,0.004567115769251354,0.5223777236971553,0.012895426900003285,,,0.0005267718043105726,,,,,,0.0019689520764321435,0.00953403829603301,0.01041382366986589,0.010848055779833561,,
2020-10-08 17:00:00,0.0009515761926546713,0.0022840868592304544,0.0008551278757129057,,,,,,,,,,,,,,,,0.0071931620806517955,0.004837648389337439,0.0046445389231067925,0.5471318117096755,0.012071592000464123,,,,,,,,,0.0018122717462130589,0.0014925492077600706,0.01036342655645369,0.010900754570654292,,
2020-10-08 17:20:00,0.0010620200830428208,0.001883753421756804,0.0009921386254302875,,,,,,,,,,,,,,,,0.007006863914043095,0.004819015008902727,0.00605306590700966,0.7484018439704898,0.010530897600844594,,,,,,,,,0.0012940272655212583,0.001567426829548676,0.012679498381500872,0.013127587793470345,,
2020-10-08 17:40:00,0.0010517451926338075,0.001675635115318319,0.0008948258543397983,,,,,,,,,,,,,,,,0.006486059194453538,0.004790397281063513,0.004916667860110663,0.5377079438087861,0.009887946139517573,,,,,,,,,0.0013048136780887815,0.0015664848949136796,0.01030824148921778,0.010851977041655926,,
2020-10-08 18:00:00,0.001070309886366677,0.0008992459546883069,0.0009666441488869558,,,,,,,,,,,,,,,,0.0067210826372238455,0.004864404041620647,0.004781505940798625,0.5719256374387912,0.0010194314932826195,,,,,,,,,0.0005101604034854494,0.00154587703900516,0.011140533039706843,0.011409716018583312,,
2020-10-08 18:20:00,0.0010234772770384465,0.0008165014031548952,0.0009973231151403092,,,,,,,,,,,,,,,,0.006614359939305413,0.005026530225715772,0.005660688334870219,0.7303462443129655,0.0010558687015804326,,,,,,,,,0.0005105009147972959,0.0017282571484780714,0.012367363550336966,0.013094052594837226,,
2020-10-08 18:40:00,0.0010376181262309733,0.0008630508037381498,0.0008678054914035985,,,,,,,,,,,,,,,,0.006937110984144573,0.004957577536608151,0.004890660399248438,0.5469510633961592,0.0011735289692983931,,,,,,,,,0.0005038237071312931,0.0016394113405723272,0.010973675623640211,0.011159461094367242,,
2020-10-08 19:00:00,0.0009997686284806883,0.0018105812088861765,0.0009058233404109334,,,,,,,,,,,,,,,,0.006900621432607459,0.004808502994180183,0.004774859814215904,0.5376877005885183,0.008776048465883817,,,,,,,,,0.001344431924865233,0.006239264348543089,0.010958702993586531,0.011075888191779903,,
2020-10-08 19:20:00,0.0010214353750909646,0.0017235809196854287,0.0009740503612525327,,,,,,,,,,,,,,,,0.00688948071092692,0.004936721504405179,0.005571102004034701,0.7203043935217663,0.009358267897837343,,,,,,,,,0.0010799419908987108,0.0016490523655066733,0.012688917484732972,0.013453652020039114,,
2020-10-08 19:40:00,0.0009568202578882882,0.0007606795024641766,0.0008734936152979754,,,,,,,,,,,,,,,,0.006666734519936334,0.0049037845679507554,0.004742024433457,0.5257439904135887,0.0010460103603324245,,,,,,,,,0.00048456631523433914,0.0015733375850586488,0.010726116510317041,0.01059519979665512,,
2020-10-08 20:00:00,0.0009904541250168953,0.000875040760180805,0.000875902263634029,,,,,,,,,,,,,,,,0.006871606238353001,0.004841255234478315,0.004949928406488986,0.6353806850164829,0.001032756726630761,,,,,,,,,0.0004994668220764274,0.0015848875200194011,0.01150490069557069,0.012143972256813145,,
2020-10-08 20:20:00,0.0010621026500355494,0.0008438774417443153,0.0011176281449151917,,,,,,,,,,,,,,,,0.006709842976018236,0.0046765921915235525,0.005555304089978527,0.7296936645512881,0.0011424164437524894,,,,,,,,,0.0004904083545631336,0.0016098644222817926,0.012568954121281506,0.013096398382489233,,
2020-10-08 20:40:00,0.0009606138623953585,0.0008377922483617023,0.0010737165701103805,,,,,,,,,,,,,,,,0.006851820206588189,0.004680321318960055,0.004819406302405025,0.5658498667124676,0.0010916049132133942,,,,,,,,,0.0005394294237858342,0.0014691005864885713,0.010824983576912247,0.011285953430440056,,
2020-10-08 21:00:00,0.0009853745932151688,0.0007965544149480517,0.0008709006213726723,,,,,,,,,,,,,,,,0.00680160382315797,0.004838802619448397,0.004681215846697168,0.6316358864710039,0.0010608810660133819,,,,,,,,,0.0005050912608443939,0.001587069910932446,0.011535212081857357,0.011915785855802037,,
