"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-04c170d2a43845b1b3615a30e1f14ae6","dask-scheduler-2d75a3c022794e0ca895c8cfbf756a87","dask-scheduler-3efefa2916d041728ffae1591d540734","dask-scheduler-410bb88f732e4680b5456aeb85881f9a","dask-scheduler-411048210dae490dbbf6f8f1c74ab77e","dask-scheduler-489fe79f6bf7448ea2c022a62751a31f","dask-scheduler-4b52a76a35694213a981d9cb3c26b6a7","dask-scheduler-7e1aef87ccf646febe579ab8f93a340f","dask-scheduler-903c313ed02a412b9d9a5e87e748c764","dask-scheduler-94d6bbff40194e83acbc39dfd404e65a","dask-scheduler-9a2687ca7a6749628e989eac65b9f0c7","dask-scheduler-9fc829ee12af4c58a86c95fe2410286a","dask-scheduler-a3413571b0054e2592d0ef35f2684b3d","dask-scheduler-a6e61215499b4a529aebd4241f14f5af","dask-scheduler-c6ed4a8e1b194f2d99f67c115af69f90","dask-scheduler-f3f5b8e5d7384f1c83d92be97c11d9fd","dask-scheduler-f54e45ba8207497bbbdc760ff77a2944","dask-scheduler-fe385ff2c7bf4465907ba269a04421b0","dask-worker-3efefa2916d041728ffae1591d540734-7wm8f","dask-worker-3efefa2916d041728ffae1591d540734-nvhrj","dask-worker-410bb88f732e4680b5456aeb85881f9a-7g8ht","dask-worker-410bb88f732e4680b5456aeb85881f9a-7x6bc","dask-worker-410bb88f732e4680b5456aeb85881f9a-9qs4c","dask-worker-410bb88f732e4680b5456aeb85881f9a-b8jq2","dask-worker-410bb88f732e4680b5456aeb85881f9a-kwhzb","dask-worker-489fe79f6bf7448ea2c022a62751a31f-bqsgr","dask-worker-489fe79f6bf7448ea2c022a62751a31f-h29dj","dask-worker-489fe79f6bf7448ea2c022a62751a31f-j9hw4","dask-worker-489fe79f6bf7448ea2c022a62751a31f-lcthl","dask-worker-489fe79f6bf7448ea2c022a62751a31f-rrqxz","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-4vttq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-7rbpm","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-8qvb4","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-dlzt5","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fjjvr","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fnhfq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t4h7d","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t5vf8","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-x7q82","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-xdzmj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-6fn5v","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-7xt7f","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-82swx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-8nnw2","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-j9lxj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-mrz42","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-nhvnj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-t7scx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-xkj4w","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-zxhjr","dask-worker-a051656fc38d4ee18ac531d6b5cb0774-lfr8g","dask-worker-a051656fc38d4ee18ac531d6b5cb0774-lqnxl","dask-worker-a3413571b0054e2592d0ef35f2684b3d-4gl4z","dask-worker-a3413571b0054e2592d0ef35f2684b3d-9ckgc","dask-worker-a3413571b0054e2592d0ef35f2684b3d-sbjdl","dask-worker-a6e61215499b4a529aebd4241f14f5af-22p2l","dask-worker-a6e61215499b4a529aebd4241f14f5af-278k5","dask-worker-a6e61215499b4a529aebd4241f14f5af-2sjmz","dask-worker-a6e61215499b4a529aebd4241f14f5af-6j56r","dask-worker-a6e61215499b4a529aebd4241f14f5af-7nmrr","dask-worker-a6e61215499b4a529aebd4241f14f5af-84x5k","dask-worker-a6e61215499b4a529aebd4241f14f5af-8gxdf","dask-worker-a6e61215499b4a529aebd4241f14f5af-8hqsz","dask-worker-a6e61215499b4a529aebd4241f14f5af-c868l","dask-worker-a6e61215499b4a529aebd4241f14f5af-dt68n","dask-worker-a6e61215499b4a529aebd4241f14f5af-f25x4","dask-worker-a6e61215499b4a529aebd4241f14f5af-gt48z","dask-worker-a6e61215499b4a529aebd4241f14f5af-kz8k4","dask-worker-a6e61215499b4a529aebd4241f14f5af-tbkb5","dask-worker-a6e61215499b4a529aebd4241f14f5af-vlxlg","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-cspencerjones","jupyter-emiliom","jupyter-jbusecke","jupyter-jessicas11","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","jupyter-tomaugspurger","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-10-06 12:20:00,102727680,127393792,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208740352,25862144,102342656,,,,,,,,,,58195968,32948224,34103296,39436288,,
2020-10-06 12:40:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208740352,25862144,102342656,,1631846400,,,,,,,,56516608,33177600,34103296,39223296,,
2020-10-06 13:00:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208740352,25862144,102342656,,1935872000,,,,,,,,56516608,35561472,34103296,39436288,,
2020-10-06 13:20:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,3438682112,,,,,,,,56516608,35815424,33857536,39370752,,
2020-10-06 13:40:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,3438895104,,,,,,,,56516608,35979264,33751040,39436288,,
2020-10-06 14:00:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,104423424,,3439173632,,,,,,,,56516608,37224448,33947648,39436288,,
2020-10-06 14:20:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,3439542272,,,,,,,,56516608,37527552,34004992,39337984,,
2020-10-06 14:40:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,,,,,,,,,56516608,37707776,34029568,39337984,,
2020-10-06 15:00:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,,,,,,,,,56516608,67895296,33857536,39108608,,
2020-10-06 15:20:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,,,,,,,,,56516608,36077568,33841152,39419904,,
2020-10-06 15:40:00,102727680,127385600,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232751104,208748544,25862144,102326272,,,,,,,,,,56516608,36360192,34111488,39370752,,
2020-10-06 16:00:00,102727680,127393792,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232660992,208756736,25862144,102301696,,,,,,,,,,56573952,36626432,33718272,39206912,,
2020-10-06 16:20:00,102727680,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232185856,208764928,25862144,102301696,,,,,,,,,,56721408,36732928,33841152,39329792,,
2020-10-06 16:40:00,102727680,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232185856,208764928,25862144,102301696,,,,,,,,,,56721408,36839424,33775616,39485440,,
2020-10-06 17:00:00,102727680,127410176,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232185856,208764928,25862144,102301696,,,,,,,,,,56721408,36888576,34119680,39272448,,
2020-10-06 17:20:00,102727680,127410176,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232185856,208773120,25862144,102301696,,,,,,,,,,56721408,36937728,33816576,39583744,,
2020-10-06 17:40:00,102727680,127410176,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232185856,208789504,25862144,102301696,,,,,,,,,,56721408,36990976,33955840,39370752,,
2020-10-06 18:00:00,102727680,127410176,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232185856,208789504,25862144,102301696,,,,,,,,,,56721408,37044224,33955840,39649280,,
2020-10-06 18:20:00,102727680,127410176,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208789504,25862144,102301696,,,,,,,,,,56721408,37093376,33841152,39206912,,
2020-10-06 18:40:00,102735872,127418368,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208789504,25870336,102301696,,,,,,,,,,56721408,37175296,33873920,39337984,,
2020-10-06 19:00:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,25870336,102309888,,,,,,,,,,56721408,65630208,33824768,39157760,,
2020-10-06 19:20:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,25993216,102309888,,,,,,,,,,56721408,36073472,33808384,39567360,,
2020-10-06 19:40:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26001408,102309888,,,,,,,,,,56721408,36290560,33906688,39501824,,
2020-10-06 20:00:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102309888,,,,,,,,,,56721408,70692864,34021376,39272448,,
2020-10-06 20:20:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102309888,,,,,,,,,,56721408,35602432,33775616,39419904,,
2020-10-06 20:40:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102309888,,,,,,,,,,56721408,35799040,33775616,39354368,,
2020-10-06 21:00:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102309888,,,,,,,,,,56721408,35913728,33824768,39043072,,
2020-10-06 21:20:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102309888,,,,,,,,,,56721408,36012032,33890304,39288832,,
2020-10-06 21:40:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102309888,,,,,,,,,,56721408,36077568,33890304,39256064,,
2020-10-06 22:00:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232095744,208797696,26009600,102318080,,,,,,,,,,56721408,36151296,33890304,39321600,,
2020-10-06 22:20:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231743488,208928768,26009600,102318080,,,,,,,,,,56918016,37363712,33939456,39485440,,
2020-10-06 22:40:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231743488,208928768,26009600,102318080,,,,,,,,,,56918016,37502976,33923072,39337984,,
2020-10-06 23:00:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231743488,209043456,26009600,102318080,,,,,,,,,,56918016,37556224,33939456,39329792,,
2020-10-06 23:20:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231743488,209043456,26009600,102318080,,,,,,,,,,56918016,37568512,33873920,39436288,,
2020-10-06 23:40:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231743488,209043456,26009600,102326272,,,,,,,,,,56918016,37666816,34119680,39550976,,
2020-10-07 00:00:00,102735872,127401984,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231743488,209043456,26009600,102326272,,,,,,,,,,56918016,35999744,34004992,39550976,,
2020-10-07 00:20:00,102735872,128565248,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231686144,208896000,26009600,102326272,,,483221504,,,,,,,56705024,36274176,34136064,39550976,,
2020-10-07 00:40:00,102735872,127696896,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231686144,208896000,26009600,102326272,,,699170816,,,,,,,56721408,36478976,34119680,39469056,,
2020-10-07 01:00:00,102735872,127696896,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231686144,208896000,26009600,102326272,,,1230901248,,,,,,,57032704,36659200,34119680,39469056,,
2020-10-07 01:20:00,102735872,127664128,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231686144,208896000,26009600,102326272,,,1925025792,,,,,,,57032704,36749312,34119680,39436288,,
2020-10-07 01:40:00,102735872,127664128,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231686144,208896000,26017792,102326272,,,2504720384,,,,,,,57032704,36831232,34119680,39436288,,
2020-10-07 02:00:00,102735872,127664128,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231563264,208617472,26017792,102342656,,,3073572864,,,,,,,57057280,36937728,33775616,39206912,,
2020-10-07 02:20:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206962688,26025984,102457344,,,3614027776,,,,,,,57335808,37003264,34136064,39337984,,
2020-10-07 02:40:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206962688,26025984,102465536,,,4048957440,,,,,,,57335808,37089280,34136064,39649280,,
2020-10-07 03:00:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206962688,26025984,102465536,,,4690223104,,,,,,,57335808,37146624,34136064,39354368,,
2020-10-07 03:20:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206946304,26025984,102481920,,,5210370048,,,,,,,57335808,37183488,33972224,39600128,,
2020-10-07 03:40:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206921728,26025984,102481920,,,5754556416,,,,,,,57016320,37273600,34136064,39600128,,
2020-10-07 04:00:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230825984,206897152,26025984,102481920,,,6300880896,,,,,,,57016320,37326848,33939456,39911424,,
2020-10-07 04:20:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206856192,26025984,102490112,,,9213677568,,,,,,,57204736,37367808,33939456,39911424,,
2020-10-07 04:40:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206856192,26025984,102490112,,,8130109440,,,,,,,57204736,37404672,34136064,39911424,,
2020-10-07 05:00:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206856192,26025984,102490112,,,8130560000,,,,,,,57204736,68423680,34136064,39600128,,
2020-10-07 05:20:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206872576,26025984,102490112,,,8130519040,,,,,,,57204736,32301056,34136064,39616512,,
2020-10-07 05:40:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206872576,26025984,102490112,,,8130420736,,,,,,,57204736,32514048,34136064,39616512,,
2020-10-07 06:00:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206856192,26025984,102490112,,,8130338816,,,,,,,57204736,33398784,33873920,39485440,,
2020-10-07 06:20:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206856192,26025984,102490112,,,8130387968,,,,,,,57204736,34258944,34136064,39649280,,
2020-10-07 06:40:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206815232,26025984,102490112,,,8130330624,,,,,,,57204736,128159744,33890304,39698432,,
2020-10-07 07:00:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230711296,206798848,26025984,102490112,,,8130920448,,,,,,,57204736,67551232,34136064,39780352,,
2020-10-07 07:20:00,102735872,128036864,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230719488,206790656,26025984,102490112,,3897835520,8130871296,,,,,,,59097088,33255424,34136064,39469056,,
2020-10-07 07:40:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230719488,206798848,26025984,102498304,,2327621632,8131149824,,,,,,,59097088,33517568,34365440,39477248,,
2020-10-07 08:00:00,102735872,127795200,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230719488,206798848,26025984,102498304,,5526069248,8131436544,,,,,,,59187200,33775616,34316288,39690240,,
2020-10-07 08:20:00,102735872,127803392,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230522880,206512128,26025984,102498304,,6119038976,8131264512,,,,,,,59187200,37040128,33988608,39477248,,
2020-10-07 08:40:00,102735872,127787008,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230522880,206512128,26034176,102498304,,6182977536,8130404352,,,,,,,59187200,37216256,33775616,39477248,,
2020-10-07 09:00:00,102735872,127787008,118218752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230522880,206512128,26042368,102498304,,6379937792,8130519040,,,,,,,59187200,37404672,33783808,39739392,,
2020-10-07 09:20:00,102981632,127787008,118300672,,,,,,,,,,,263897088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392058368,711016448,,897425408,,997826560,752803840,,,,,,,,,,,,,,,,,,,,,,,,230522880,206512128,26050560,102498304,,2279727104,8130887680,,,,,,,59957248,37543936,34258944,39870464,,
2020-10-07 09:40:00,102998016,127787008,118308864,,,,,,,,,,,331210752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367370240,764329984,,941309952,,1030291456,856915968,,,,,,,,,,,,,,,,,,,,,,,,230522880,206520320,26050560,102498304,,2324013056,8130543616,,,,,,,59957248,37683200,34258944,39870464,,
2020-10-07 10:00:00,102998016,127795200,118423552,,,,,,,,,,,411131904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780755456,862175232,,1223057408,,2953543680,1096179712,,,,,,,,,,,,,,,,,,,,,,,,230637568,206430208,26050560,102498304,,2690408448,6127169536,,,,,,,59957248,37863424,34144256,40099840,,
2020-10-07 10:20:00,103022592,127901696,118661120,,,,,,,,,,,468643840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501432320,,354967552,,,520085504,1534275584,529121280,,,,,,,,,,,,,,,,,,,,,230457344,205996032,26050560,102506496,,2694782976,361095168,,,,,,,59957248,37978112,34512896,40165376,,
2020-10-07 10:40:00,103022592,127672320,118661120,,,,,,,,,,,500031488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517529600,,371560448,,,534269952,1044058112,543973376,,,,,,,,,,,,,,,,,,,,,230457344,206004224,26050560,102506496,,2694799360,361095168,,,,,,,59957248,38068224,34463744,40165376,,
2020-10-07 11:00:00,103030784,127639552,118833152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230457344,205987840,26050560,102506496,,2694823936,361095168,,,,,,,59957248,38125568,34283520,40034304,,
2020-10-07 11:20:00,103120896,127639552,118865920,,,,,,184229888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230457344,205914112,26050560,102526976,,826044416,,,,,,,,59621376,38273024,34381824,39952384,,
2020-10-07 11:40:00,103211008,127672320,119685120,,,,,,258408448,202997760,,,,,,,,,,,,,,,,,,,703815680,1280417792,1304117248,771731456,1619910656,389836800,1006460928,568524800,157605888,685174784,774144,159006720,1188577280,612515840,160464896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231841792,205717504,26050560,102506496,1206063104,1887371264,,,,,,,,58712064,35500032,34627584,39903232,,
2020-10-07 12:00:00,103456768,127803392,120467456,,183144448,,216346624,,303448064,323813376,,,,,,,,,,,,,,318029824,319856640,319479808,317341696,320159744,705265664,1280729088,1305329664,772571136,1620918272,756310016,1033199616,586268672,729497600,623845376,342204416,674312192,986824704,712466432,698064896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232726528,204414976,26050560,103612416,1426530304,804917248,,,,,,,,65019904,33611776,35504128,40787968,,
2020-10-07 12:20:00,103497728,128405504,121348096,,194764800,,285868032,,,,,,,,,,,,,,201842688,,,346185728,346492928,346030080,344219648,347127808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232931328,203382784,26058752,104382464,1426522112,807002112,,,,,,,,65019904,36331520,35659776,41492480,,
2020-10-07 12:40:00,103497728,128319488,121626624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232931328,203325440,26058752,104513536,1427832832,807018496,,,,,,,,65019904,136314880,35086336,40812544,,
2020-10-07 13:00:00,103497728,128262144,121634816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232407040,203292672,26058752,104546304,1428987904,807034880,,,,,,,,65019904,33042432,34496512,40165376,,
2020-10-07 13:20:00,103579648,128262144,121667584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232415232,203358208,26058752,104570880,1429241856,,,,,,,,,65019904,33431552,34332672,40484864,,
2020-10-07 13:40:00,103636992,128262144,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232415232,203350016,26066944,104603648,1429577728,,,,,,,,,65019904,33611776,34414592,40321024,,
2020-10-07 14:00:00,103636992,128262144,121675776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232415232,203317248,26066944,104660992,1429905408,,,,,,,,,65019904,33767424,34545664,40288256,,
